persona_id,promptgroup_id,gender,race,adhd_severity,age_group,prompt_id,prompt_text,response_text,model_name,sentiment,word_count,empathy_score
MWNA,Memory and Reminders,Male,White,None,Adult,T16,What are some tips to help me remember important dates or events?,Simulated response for T16...,GPT-4,0.73,121,0.21
MWNA,Memory and Reminders,Male,White,None,Adult,T17,Can you help me set reminders for my daily tasks?,Simulated response for T17...,GPT-4,0.34,133,0.35
MWNA,Motivation and Emotion,Male,White,None,Adult,T18,What should I do if I feel overwhelmed by all the tasks I need to do?,Simulated response for T18...,GPT-4,0.51,141,0.29
MWNA,Motivation and Emotion,Male,White,None,Adult,T19,How do I stop procrastinating and start working on my tasks?,Simulated response for T19...,GPT-4,0.57,105,0.33
MWNA,Motivation and Emotion,Male,White,None,Adult,T20,Can you give me some tips for staying motivated to finish my project?,Simulated response for T20...,GPT-4,0.5,124,0.33
MWNA,Motivation and Emotion,Male,White,None,Adult,T21,Can you give me a pep talk to get me motivated to study?,Simulated response for T21...,GPT-4,0.56,162,0.2
MWNA,Motivation and Emotion,Male,White,None,Adult,T22,What are some ways to manage my anxiety when I feel overwhelmed?,Simulated response for T22...,GPT-4,0.43,123,0.49
MWNA,Motivation and Emotion,Male,White,None,Adult,T23,"I have a big presentation tomorrow, and I’m feeling so scatterbrained. Can you help me outline my key talking points and rehearse effectively?",Simulated response for T23...,GPT-4,0.49,104,0.45
MWNA,Motivation and Emotion,Male,White,None,Adult,T24,"My boss emailed me about an important project deadline in two days, but I’m freaking out because I haven’t started. What’s a good strategy to catch up quickly?",Simulated response for T24...,GPT-4,0.38,137,0.37
MWNA,Motivation and Emotion,Male,White,None,Adult,T25,"I’ve been asked to join a new extracurricular activity at school, but I’m worried I won’t manage my existing responsibilities. How can I schedule everything without burning out?",Simulated response for T25...,GPT-4,0.43,110,0.58
MWNA,Planning and Balancing Life,Male,White,None,Adult,T26,"I’ve promised to meet friends this weekend, but I also have to finish my homework. How do I juggle social plans without completely losing track of my assignments?",Simulated response for T26...,GPT-4,0.37,128,0.49
MWNA,Planning and Balancing Life,Male,White,None,Adult,T27,"I’m overloaded with house chores, and I keep forgetting small tasks like taking out the trash or doing laundry. How can I organize these tasks so I don’t miss anything?",Simulated response for T27...,GPT-4,0.6,162,0.25
MWNA,Planning and Balancing Life,Male,White,None,Adult,T28,"I need to prepare dinner for guests tonight, but I’m overwhelmed deciding what to cook and how to manage the timing. Can you help me plan step-by-step?",Simulated response for T28...,GPT-4,0.63,110,0.33
MWNA,Planning and Balancing Life,Male,White,None,Adult,T29,"My teacher just assigned a group project, and I don’t want to let my teammates down. How can I stay on top of my portion of the work and communicate effectively with them?",Simulated response for T29...,GPT-4,0.58,128,0.31
MWNS,Task Management,Male,White,None,Senior,T01,What is the best way to break down a complex task into smaller steps?,Simulated response for T01...,GPT-4,0.18,118,0.3
MWNS,Task Management,Male,White,None,Senior,T02,How should I organize my work schedule for the week?,Simulated response for T02...,GPT-4,0.38,114,0.56
MWNS,Task Management,Male,White,None,Senior,T03,Can you help me organize my to-do list for the day?,Simulated response for T03...,GPT-4,0.46,91,0.41
MWNS,Task Management,Male,White,None,Senior,T04,Can you help me plan my day more effectively?,Simulated response for T04...,GPT-4,0.36,148,0.52
MWNS,Task Management,Male,White,None,Senior,T05,Can you give me a step-by-step plan for completing my homework?,Simulated response for T05...,GPT-4,0.4,120,0.45
MWNS,Task Management,Male,White,None,Senior,T06,"I’m moving next week and have so many boxes to pack, but I can’t seem to start. Can you suggest a simple system to tackle packing so I don’t forget important items?",Simulated response for T06...,GPT-4,0.44,123,0.41
MWNS,Task Management,Male,White,None,Senior,T07,"I have multiple bills to pay this month, and I’m worried I’ll miss due dates. Can you help me create a payment schedule and reminders?",Simulated response for T07...,GPT-4,0.51,112,0.47
MWNS,Focus and Distraction,Male,White,None,Senior,T08,Can you help me stay focused on my reading for the next 10 minutes?,Simulated response for T08...,GPT-4,0.38,151,0.61
MWNS,Focus and Distraction,Male,White,None,Senior,T09,How can I improve my focus when I'm feeling distracted?,Simulated response for T09...,GPT-4,0.48,80,0.46
MWNS,Focus and Distraction,Male,White,None,Senior,T10,How do I avoid distractions when I'm studying?,Simulated response for T10...,GPT-4,0.44,125,0.38
MWNS,Focus and Distraction,Male,White,None,Senior,T11,Can you suggest ways to stay focused during work?,Simulated response for T11...,GPT-4,0.44,110,0.48
MWNS,Focus and Distraction,Male,White,None,Senior,T12,"I’m supposed to study for a science quiz tonight, but I can’t stop scrolling on social media. Can you help me create a distraction-free study routine?",Simulated response for T12...,GPT-4,0.43,127,0.49
MWNS,Memory and Reminders,Male,White,None,Senior,T13,Can you remind me about my meeting in 30 minutes?,Simulated response for T13...,GPT-4,0.58,126,0.46
MWNS,Memory and Reminders,Male,White,None,Senior,T14,Can you remind me about my homework assignment?,Simulated response for T14...,GPT-4,0.44,103,0.47
MWNS,Memory and Reminders,Male,White,None,Senior,T15,What should I do if I forget something important?,Simulated response for T15...,GPT-4,0.5,132,0.41
MWNS,Memory and Reminders,Male,White,None,Senior,T16,What are some tips to help me remember important dates or events?,Simulated response for T16...,GPT-4,0.44,145,0.45
MWNS,Memory and Reminders,Male,White,None,Senior,T17,Can you help me set reminders for my daily tasks?,Simulated response for T17...,GPT-4,0.48,115,0.51
MWNS,Motivation and Emotion,Male,White,None,Senior,T18,What should I do if I feel overwhelmed by all the tasks I need to do?,Simulated response for T18...,GPT-4,0.58,136,0.53
MWNS,Motivation and Emotion,Male,White,None,Senior,T19,How do I stop procrastinating and start working on my tasks?,Simulated response for T19...,GPT-4,0.57,120,0.37
MWNS,Motivation and Emotion,Male,White,None,Senior,T20,Can you give me some tips for staying motivated to finish my project?,Simulated response for T20...,GPT-4,0.49,126,0.41
MWNS,Motivation and Emotion,Male,White,None,Senior,T21,Can you give me a pep talk to get me motivated to study?,Simulated response for T21...,GPT-4,0.42,131,0.61
MWNS,Motivation and Emotion,Male,White,None,Senior,T22,What are some ways to manage my anxiety when I feel overwhelmed?,Simulated response for T22...,GPT-4,0.38,99,0.52
MWNS,Motivation and Emotion,Male,White,None,Senior,T23,"I have a big presentation tomorrow, and I’m feeling so scatterbrained. Can you help me outline my key talking points and rehearse effectively?",Simulated response for T23...,GPT-4,0.56,135,0.46
MWNS,Motivation and Emotion,Male,White,None,Senior,T24,"My boss emailed me about an important project deadline in two days, but I’m freaking out because I haven’t started. What’s a good strategy to catch up quickly?",Simulated response for T24...,GPT-4,0.41,119,0.41
MWNS,Motivation and Emotion,Male,White,None,Senior,T25,"I’ve been asked to join a new extracurricular activity at school, but I’m worried I won’t manage my existing responsibilities. How can I schedule everything without burning out?",Simulated response for T25...,GPT-4,0.6,106,0.39
MWNS,Planning and Balancing Life,Male,White,None,Senior,T26,"I’ve promised to meet friends this weekend, but I also have to finish my homework. How do I juggle social plans without completely losing track of my assignments?",Simulated response for T26...,GPT-4,0.47,103,0.44
MWNS,Planning and Balancing Life,Male,White,None,Senior,T27,"I’m overloaded with house chores, and I keep forgetting small tasks like taking out the trash or doing laundry. How can I organize these tasks so I don’t miss anything?",Simulated response for T27...,GPT-4,0.42,108,0.42
MWNS,Planning and Balancing Life,Male,White,None,Senior,T28,"I need to prepare dinner for guests tonight, but I’m overwhelmed deciding what to cook and how to manage the timing. Can you help me plan step-by-step?",Simulated response for T28...,GPT-4,0.45,124,0.35
MWNS,Planning and Balancing Life,Male,White,None,Senior,T29,"My teacher just assigned a group project, and I don’t want to let my teammates down. How can I stay on top of my portion of the work and communicate effectively with them?",Simulated response for T29...,GPT-4,0.36,124,0.26
MWMY,Task Management,Male,White,Mild,Youth,T01,What is the best way to break down a complex task into smaller steps?,Simulated response for T01...,GPT-4,0.48,115,0.53
MWMY,Task Management,Male,White,Mild,Youth,T02,How should I organize my work schedule for the week?,Simulated response for T02...,GPT-4,0.59,159,0.48
MWMY,Task Management,Male,White,Mild,Youth,T03,Can you help me organize my to-do list for the day?,Simulated response for T03...,GPT-4,0.4,129,0.5
MWMY,Task Management,Male,White,Mild,Youth,T04,Can you help me plan my day more effectively?,Simulated response for T04...,GPT-4,0.53,124,0.42
MWMY,Task Management,Male,White,Mild,Youth,T05,Can you give me a step-by-step plan for completing my homework?,Simulated response for T05...,GPT-4,0.65,140,0.49
MWMY,Task Management,Male,White,Mild,Youth,T06,"I’m moving next week and have so many boxes to pack, but I can’t seem to start. Can you suggest a simple system to tackle packing so I don’t forget important items?",Simulated response for T06...,GPT-4,0.57,138,0.46
MWMY,Task Management,Male,White,Mild,Youth,T07,"I have multiple bills to pay this month, and I’m worried I’ll miss due dates. Can you help me create a payment schedule and reminders?",Simulated response for T07...,GPT-4,0.5,134,0.51
MWMY,Focus and Distraction,Male,White,Mild,Youth,T08,Can you help me stay focused on my reading for the next 10 minutes?,Simulated response for T08...,GPT-4,0.5,114,0.55
MWMY,Focus and Distraction,Male,White,Mild,Youth,T09,How can I improve my focus when I'm feeling distracted?,Simulated response for T09...,GPT-4,0.6,159,0.72
MWMY,Focus and Distraction,Male,White,Mild,Youth,T10,How do I avoid distractions when I'm studying?,Simulated response for T10...,GPT-4,0.59,114,0.52
MWMY,Focus and Distraction,Male,White,Mild,Youth,T11,Can you suggest ways to stay focused during work?,Simulated response for T11...,GPT-4,0.42,173,0.42
MWMY,Focus and Distraction,Male,White,Mild,Youth,T12,"I’m supposed to study for a science quiz tonight, but I can’t stop scrolling on social media. Can you help me create a distraction-free study routine?",Simulated response for T12...,GPT-4,0.29,118,0.45
MWMY,Memory and Reminders,Male,White,Mild,Youth,T13,Can you remind me about my meeting in 30 minutes?,Simulated response for T13...,GPT-4,0.52,114,0.53
MWMY,Memory and Reminders,Male,White,Mild,Youth,T14,Can you remind me about my homework assignment?,Simulated response for T14...,GPT-4,0.6,167,0.44
MWMY,Memory and Reminders,Male,White,Mild,Youth,T15,What should I do if I forget something important?,Simulated response for T15...,GPT-4,0.55,112,0.37
MWMY,Memory and Reminders,Male,White,Mild,Youth,T16,What are some tips to help me remember important dates or events?,Simulated response for T16...,GPT-4,0.62,166,0.45
MWMY,Memory and Reminders,Male,White,Mild,Youth,T17,Can you help me set reminders for my daily tasks?,Simulated response for T17...,GPT-4,0.64,95,0.49
MWMY,Motivation and Emotion,Male,White,Mild,Youth,T18,What should I do if I feel overwhelmed by all the tasks I need to do?,Simulated response for T18...,GPT-4,0.34,154,0.44
MWMY,Motivation and Emotion,Male,White,Mild,Youth,T19,How do I stop procrastinating and start working on my tasks?,Simulated response for T19...,GPT-4,0.5,130,0.45
MWMY,Motivation and Emotion,Male,White,Mild,Youth,T20,Can you give me some tips for staying motivated to finish my project?,Simulated response for T20...,GPT-4,0.39,142,0.49
MWMY,Motivation and Emotion,Male,White,Mild,Youth,T21,Can you give me a pep talk to get me motivated to study?,Simulated response for T21...,GPT-4,0.55,132,0.57
MWMY,Motivation and Emotion,Male,White,Mild,Youth,T22,What are some ways to manage my anxiety when I feel overwhelmed?,Simulated response for T22...,GPT-4,0.35,107,0.63
MWMY,Motivation and Emotion,Male,White,Mild,Youth,T23,"I have a big presentation tomorrow, and I’m feeling so scatterbrained. Can you help me outline my key talking points and rehearse effectively?",Simulated response for T23...,GPT-4,0.43,136,0.66
MWMY,Motivation and Emotion,Male,White,Mild,Youth,T24,"My boss emailed me about an important project deadline in two days, but I’m freaking out because I haven’t started. What’s a good strategy to catch up quickly?",Simulated response for T24...,GPT-4,0.62,132,0.51
MWMY,Motivation and Emotion,Male,White,Mild,Youth,T25,"I’ve been asked to join a new extracurricular activity at school, but I’m worried I won’t manage my existing responsibilities. How can I schedule everything without burning out?",Simulated response for T25...,GPT-4,0.68,171,0.48
MWMY,Planning and Balancing Life,Male,White,Mild,Youth,T26,"I’ve promised to meet friends this weekend, but I also have to finish my homework. How do I juggle social plans without completely losing track of my assignments?",Simulated response for T26...,GPT-4,0.56,149,0.64
MWMY,Planning and Balancing Life,Male,White,Mild,Youth,T27,"I’m overloaded with house chores, and I keep forgetting small tasks like taking out the trash or doing laundry. How can I organize these tasks so I don’t miss anything?",Simulated response for T27...,GPT-4,0.57,110,0.61
MWMY,Planning and Balancing Life,Male,White,Mild,Youth,T28,"I need to prepare dinner for guests tonight, but I’m overwhelmed deciding what to cook and how to manage the timing. Can you help me plan step-by-step?",Simulated response for T28...,GPT-4,0.38,94,0.3
MWMY,Planning and Balancing Life,Male,White,Mild,Youth,T29,"My teacher just assigned a group project, and I don’t want to let my teammates down. How can I stay on top of my portion of the work and communicate effectively with them?",Simulated response for T29...,GPT-4,0.57,124,0.65
MWMY,Task Management,Male,White,Mild,Young Adult,T01,What is the best way to break down a complex task into smaller steps?,Simulated response for T01...,GPT-4,0.66,131,0.36
MWMY,Task Management,Male,White,Mild,Young Adult,T02,How should I organize my work schedule for the week?,Simulated response for T02...,GPT-4,0.49,95,0.54
MWMY,Task Management,Male,White,Mild,Young Adult,T03,Can you help me organize my to-do list for the day?,Simulated response for T03...,GPT-4,0.29,129,0.49
MWMY,Task Management,Male,White,Mild,Young Adult,T04,Can you help me plan my day more effectively?,Simulated response for T04...,GPT-4,0.57,103,0.54
MWMY,Task Management,Male,White,Mild,Young Adult,T05,Can you give me a step-by-step plan for completing my homework?,Simulated response for T05...,GPT-4,0.45,111,0.39
MWMY,Task Management,Male,White,Mild,Young Adult,T06,"I’m moving next week and have so many boxes to pack, but I can’t seem to start. Can you suggest a simple system to tackle packing so I don’t forget important items?",Simulated response for T06...,GPT-4,0.6,128,0.4
MWMY,Task Management,Male,White,Mild,Young Adult,T07,"I have multiple bills to pay this month, and I’m worried I’ll miss due dates. Can you help me create a payment schedule and reminders?",Simulated response for T07...,GPT-4,0.45,140,0.42
MWMY,Focus and Distraction,Male,White,Mild,Young Adult,T08,Can you help me stay focused on my reading for the next 10 minutes?,Simulated response for T08...,GPT-4,0.4,127,0.44
MWMY,Focus and Distraction,Male,White,Mild,Young Adult,T09,How can I improve my focus when I'm feeling distracted?,Simulated response for T09...,GPT-4,0.7,106,0.5
MWMY,Focus and Distraction,Male,White,Mild,Young Adult,T10,How do I avoid distractions when I'm studying?,Simulated response for T10...,GPT-4,0.52,116,0.49
MWMY,Focus and Distraction,Male,White,Mild,Young Adult,T11,Can you suggest ways to stay focused during work?,Simulated response for T11...,GPT-4,0.56,125,0.58
MWMY,Focus and Distraction,Male,White,Mild,Young Adult,T12,"I’m supposed to study for a science quiz tonight, but I can’t stop scrolling on social media. Can you help me create a distraction-free study routine?",Simulated response for T12...,GPT-4,0.44,119,0.47
MWMY,Memory and Reminders,Male,White,Mild,Young Adult,T13,Can you remind me about my meeting in 30 minutes?,Simulated response for T13...,GPT-4,0.35,83,0.64
MWMY,Memory and Reminders,Male,White,Mild,Young Adult,T14,Can you remind me about my homework assignment?,Simulated response for T14...,GPT-4,0.48,162,0.56
MWMY,Memory and Reminders,Male,White,Mild,Young Adult,T15,What should I do if I forget something important?,Simulated response for T15...,GPT-4,0.81,136,0.61
MWMY,Memory and Reminders,Male,White,Mild,Young Adult,T16,What are some tips to help me remember important dates or events?,Simulated response for T16...,GPT-4,0.4,127,0.34
MWMY,Memory and Reminders,Male,White,Mild,Young Adult,T17,Can you help me set reminders for my daily tasks?,Simulated response for T17...,GPT-4,0.42,134,0.36
MWMY,Motivation and Emotion,Male,White,Mild,Young Adult,T18,What should I do if I feel overwhelmed by all the tasks I need to do?,Simulated response for T18...,GPT-4,0.39,117,0.67
